ticker,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31
ARDC,-0.191360,-0.321744,0.527519,0.785689,-0.400170,-0.387696,0.038640,0.710472,-0.735127,0.264137,-1.225736,0.505971,0.684443,-0.240233,0.130602,0.554326,0.010008,0.253822,0.731600,0.128777,-0.309887,0.361091,0.242597,0.689390,0.117166,-0.217448,1.253469,0.408215,0.329391,-0.309162,-0.854121,-0.836315
ARDT,-0.128971,-0.330348,0.565447,0.730757,-0.341810,-0.385815,0.060666,0.663420,-0.792844,0.280864,-1.293296,0.532279,0.615831,-0.232648,0.160435,0.571171,0.027977,0.220640,0.679742,0.110703,-0.276122,0.356767,0.267622,0.693380,0.148840,-0.295651,1.199115,0.399782,0.368781,-0.337208,-0.805251,-0.906653
ARDX,-0.124580,-0.319312,0.571101,0.730315,-0.345047,-0.393357,0.066083,0.661776,-0.796840,0.265468,-1.287988,0.543746,0.617299,-0.225012,0.151640,0.564736,0.036526,0.214232,0.675397,0.118614,-0.270764,0.354326,0.275335,0.687364,0.149822,-0.296307,1.191166,0.399400,0.373787,-0.333450,-0.808451,-0.898577
ARE,-0.146084,-0.332448,0.552913,0.750209,-0.359655,-0.385373,0.057653,0.681060,-0.777407,0.269769,-1.274168,0.524061,0.632191,-0.230824,0.152231,0.559966,0.028202,0.226744,0.694616,0.117495,-0.281476,0.358890,0.264265,0.693972,0.145622,-0.276583,1.210005,0.395914,0.359252,-0.331873,-0.818878,-0.886968
ARLO,-0.144279,-0.312735,0.561488,0.747482,-0.365774,-0.397408,0.056668,0.675783,-0.777792,0.265080,-1.267314,0.534673,0.646136,-0.226140,0.139541,0.564937,0.026391,0.229124,0.693702,0.124368,-0.284106,0.358390,0.265057,0.690482,0.133186,-0.266590,1.215731,0.404889,0.362620,-0.320236,-0.826823,-0.876673
ARLP,-0.163370,-0.316166,0.550947,0.756871,-0.377545,-0.392441,0.047155,0.688297,-0.758213,0.279231,-1.255171,0.520109,0.664462,-0.237910,0.139159,0.569020,0.009567,0.238431,0.709214,0.122692,-0.299527,0.359114,0.247945,0.691184,0.119609,-0.246744,1.236749,0.412134,0.348096,-0.314381,-0.835951,-0.867701
ARL,-0.152440,-0.314651,0.586258,0.698721,-0.322406,-0.380277,0.028412,0.635512,-0.768889,0.368070,-1.303915,0.538662,0.640406,-0.295860,0.165563,0.627280,-0.062896,0.203020,0.681134,0.107256,-0.325116,0.354773,0.218166,0.657374,0.086949,-0.293124,1.230401,0.481205,0.341402,-0.323871,-0.809034,-0.927753
ARMK,-0.146419,-0.334239,0.551442,0.747841,-0.358106,-0.381699,0.054419,0.676879,-0.778696,0.274381,-1.276138,0.521863,0.628712,-0.235414,0.155962,0.566163,0.028470,0.234095,0.693964,0.112449,-0.283338,0.358144,0.263355,0.693713,0.147887,-0.275420,1.212195,0.395705,0.358217,-0.332593,-0.815771,-0.888104
ARMP,-0.156399,-0.244826,0.591626,0.733474,-0.372174,-0.439411,0.028905,0.671892,-0.747133,0.289291,-1.247284,0.559693,0.713812,-0.222054,0.081642,0.589937,-0.041980,0.207844,0.708642,0.141639,-0.318352,0.364267,0.230498,0.686323,0.053059,-0.232019,1.254812,0.477000,0.348621,-0.288419,-0.866225,-0.828685
ARM,-0.137856,-0.310018,0.567921,0.737745,-0.357684,-0.397191,0.058700,0.667815,-0.784161,0.271704,-1.276866,0.539606,0.640505,-0.228507,0.142794,0.570671,0.024095,0.226617,0.687328,0.119722,-0.282808,0.357322,0.266525,0.689024,0.132081,-0.273678,1.212219,0.407992,0.365758,-0.320907,-0.821026,-0.886282
AROC,-0.147402,-0.328092,0.549458,0.756783,-0.367841,-0.389767,0.056848,0.683578,-0.779543,0.252496,-1.265002,0.527574,0.635125,-0.223876,0.143978,0.553343,0.042308,0.236320,0.694558,0.119119,-0.276929,0.357608,0.271328,0.695109,0.152285,-0.268576,1.207159,0.386469,0.362804,-0.329070,-0.823139,-0.872212
ARWR,-0.116741,-0.302771,0.576785,0.727326,-0.348936,-0.404256,0.066478,0.652706,-0.798683,0.257305,-1.291023,0.549663,0.625072,-0.213343,0.137508,0.572342,0.039225,0.220337,0.674053,0.116471,-0.272618,0.356010,0.279934,0.692313,0.141773,-0.285630,1.194490,0.404163,0.375307,-0.324541,-0.816468,-0.887263
AR,-0.146750,-0.324621,0.551032,0.756193,-0.368453,-0.392474,0.057313,0.685637,-0.777796,0.251797,-1.265162,0.527626,0.638500,-0.220565,0.140750,0.552174,0.038851,0.231995,0.696236,0.121757,-0.277776,0.358631,0.270205,0.695787,0.147967,-0.268014,1.208759,0.390384,0.362009,-0.327457,-0.825454,-0.870913
A,-0.148771,-0.333575,0.549176,0.753436,-0.364495,-0.385137,0.055370,0.683787,-0.775287,0.265792,-1.270863,0.521483,0.633744,-0.230418,0.151181,0.559887,0.031733,0.234485,0.696916,0.115624,-0.282655,0.358946,0.264406,0.695271,0.147942,-0.270678,1.212843,0.392644,0.357400,-0.331530,-0.821147,-0.881262
BMNR,-0.117964,-0.295332,0.578053,0.740610,-0.362984,-0.418249,0.072307,0.675950,-0.798968,0.231127,-1.269758,0.561017,0.638282,-0.193264,0.124166,0.542849,0.051570,0.203465,0.676975,0.138353,-0.258451,0.354606,0.288755,0.691914,0.146157,-0.291617,1.187549,0.391704,0.388824,-0.324110,-0.825953,-0.874094
BMN,-0.192966,-0.299156,0.550399,0.755431,-0.386455,-0.399774,0.016826,0.702984,-0.730622,0.313078,-1.234290,0.512870,0.707744,-0.259739,0.116709,0.588754,-0.041556,0.252594,0.727747,0.121707,-0.331152,0.364762,0.214487,0.682301,0.077525,-0.221741,1.269058,0.447429,0.334662,-0.303139,-0.850084,-0.845885
BMO,-0.149000,-0.339558,0.553658,0.741114,-0.349519,-0.375647,0.050407,0.669596,-0.779415,0.292835,-1.283697,0.520968,0.624259,-0.247728,0.165972,0.578307,0.016449,0.235086,0.691904,0.106195,-0.289927,0.358979,0.257509,0.689699,0.143731,-0.279207,1.216153,0.402694,0.354827,-0.334322,-0.809978,-0.900370
BMRA,-0.155443,-0.296539,0.595537,0.705798,-0.317584,-0.394883,0.028700,0.642850,-0.763831,0.359959,-1.295334,0.550728,0.656989,-0.275418,0.150214,0.613430,-0.071249,0.178204,0.686230,0.119957,-0.321600,0.358452,0.214431,0.665887,0.072186,-0.289081,1.236120,0.492098,0.343484,-0.318728,-0.824367,-0.906062
BMRC,-0.152663,-0.318045,0.556851,0.751367,-0.369664,-0.393379,0.053407,0.679933,-0.769796,0.272806,-1.266623,0.528672,0.650413,-0.231958,0.142068,0.568000,0.020383,0.233565,0.699046,0.119527,-0.291369,0.357799,0.258527,0.690472,0.130139,-0.259406,1.223731,0.406452,0.355840,-0.319007,-0.830825,-0.874412
BMRN,-0.138156,-0.338401,0.557432,0.741605,-0.349912,-0.381558,0.060374,0.673246,-0.787190,0.276071,-1.285022,0.527076,0.618171,-0.233916,0.161706,0.564266,0.032694,0.225778,0.685380,0.111408,-0.276255,0.357720,0.267616,0.693235,0.154041,-0.289585,1.201548,0.391905,0.365819,-0.338587,-0.808731,-0.899814
BMR,-0.142470,-0.281287,0.595514,0.719970,-0.344644,-0.412307,0.047369,0.653833,-0.777813,0.308727,-1.279598,0.559821,0.664795,-0.242165,0.131232,0.593800,-0.023561,0.201077,0.683466,0.128196,-0.301538,0.358716,0.244742,0.674906,0.089565,-0.275806,1.227088,0.453600,0.364290,-0.309448,-0.829239,-0.888385
BMY,-0.147458,-0.337940,0.549747,0.750927,-0.360078,-0.381279,0.056636,0.679378,-0.778388,0.270544,-1.274113,0.522760,0.627114,-0.234677,0.156715,0.561675,0.032977,0.233380,0.693655,0.113818,-0.281242,0.357814,0.265454,0.693496,0.151600,-0.275144,1.209853,0.391060,0.358668,-0.333195,-0.816755,-0.887399
BNAIW,-0.164277,-0.119536,0.648505,0.686558,-0.371519,-0.539700,-0.040301,0.710164,-0.708856,0.294935,-1.159231,0.625614,0.831613,-0.222030,-0.064912,0.588501,-0.156370,0.134258,0.747198,0.204904,-0.342626,0.368158,0.174739,0.661461,-0.077395,-0.203755,1.282876,0.607861,0.334242,-0.267371,-0.914953,-0.698717
BNAI,-0.161107,-0.246748,0.620963,0.691280,-0.312627,-0.430340,0.004059,0.642849,-0.743389,0.374582,-1.270606,0.582960,0.701702,-0.277078,0.107046,0.618995,-0.116449,0.134967,0.692579,0.140778,-0.335015,0.352975,0.183822,0.654017,0.020622,-0.276139,1.247028,0.550390,0.336804,-0.306759,-0.851273,-0.857499
BNBX,-0.192920,-0.255469,0.597482,0.716731,-0.346045,-0.424687,-0.000565,0.687115,-0.713888,0.357680,-1.228744,0.562262,0.736443,-0.280591,0.094781,0.593130,-0.114306,0.167381,0.723125,0.154369,-0.344490,0.358611,0.175770,0.657814,0.013558,-0.238215,1.267958,0.527138,0.327834,-0.296138,-0.865853,-0.832072
BNC,-0.144043,-0.266427,0.598901,0.716208,-0.350625,-0.435183,0.033028,0.680769,-0.761600,0.307792,-1.264823,0.561307,0.688694,-0.237563,0.099636,0.580744,-0.049652,0.181631,0.693297,0.140479,-0.305852,0.359154,0.231148,0.675058,0.069771,-0.279547,1.224177,0.477008,0.366137,-0.319313,-0.843983,-0.865538
BNED,-0.137659,-0.313070,0.569958,0.738099,-0.354726,-0.396079,0.060425,0.667656,-0.784409,0.274539,-1.279581,0.541136,0.636738,-0.229182,0.146200,0.570571,0.022240,0.219255,0.686108,0.121392,-0.282583,0.358384,0.266310,0.686675,0.133106,-0.279259,1.211223,0.409130,0.366352,-0.324308,-0.821573,-0.890961
BNGO,-0.170536,-0.281294,0.573178,0.739650,-0.369571,-0.413631,0.028883,0.685865,-0.745461,0.295292,-1.234092,0.545463,0.699543,-0.249467,0.109912,0.574517,-0.031278,0.218383,0.712408,0.142088,-0.312359,0.358730,0.227226,0.676432,0.077054,-0.240037,1.243694,0.450729,0.347246,-0.297518,-0.845083,-0.846724
BNH,-0.183068,-0.310000,0.551465,0.755350,-0.375485,-0.389172,0.029944,0.688045,-0.740950,0.307673,-1.246923,0.517155,0.683504,-0.259960,0.137577,0.585165,-0.025214,0.242432,0.719713,0.120949,-0.321133,0.362636,0.226781,0.679889,0.092688,-0.233754,1.257490,0.437803,0.334033,-0.307391,-0.842971,-0.863259
BNJ,-0.199121,-0.302876,0.538361,0.776872,-0.402575,-0.395388,0.027442,0.709170,-0.720560,0.292283,-1.223033,0.507876,0.711883,-0.250283,0.120273,0.573946,-0.023604,0.254334,0.738221,0.128225,-0.328700,0.363258,0.220841,0.686166,0.082529,-0.203010,1.274021,0.435348,0.324022,-0.295157,-0.864684,-0.831437
BNKK,-0.176179,-0.199664,0.599782,0.715858,-0.388147,-0.476109,0.008488,0.708053,-0.707954,0.278810,-1.183177,0.578984,0.773993,-0.236749,0.028608,0.574321,-0.070599,0.190083,0.732088,0.181776,-0.332031,0.358669,0.203749,0.656445,-0.001784,-0.193365,1.261928,0.511144,0.338800,-0.267592,-0.892610,-0.769685
BNL,-0.176703,-0.321730,0.538400,0.773410,-0.386283,-0.386467,0.043645,0.696457,-0.747158,0.269319,-1.243548,0.513125,0.669214,-0.238079,0.138304,0.561521,0.012273,0.244167,0.720626,0.125164,-0.303492,0.361234,0.248379,0.689792,0.121550,-0.233641,1.244114,0.409411,0.336785,-0.313000,-0.845719,-0.853309
BNRG,-0.180151,-0.260717,0.612414,0.699692,-0.318702,-0.415368,-0.000304,0.652934,-0.739590,0.384089,-1.257960,0.572198,0.714173,-0.299814,0.118498,0.612127,-0.126941,0.148681,0.704095,0.142859,-0.339852,0.353086,0.174105,0.650594,0.019280,-0.272748,1.254992,0.540679,0.333623,-0.302231,-0.841892,-0.872491
BNR,-0.158219,-0.215634,0.605440,0.729343,-0.384688,-0.458610,0.022269,0.666313,-0.741320,0.292564,-1.229347,0.577469,0.746106,-0.229953,0.059977,0.601386,-0.055256,0.215493,0.709776,0.150347,-0.330264,0.360350,0.222240,0.669725,0.025688,-0.213984,1.261683,0.497263,0.348890,-0.267837,-0.878807,-0.809034
BNS,-0.157348,-0.337495,0.546084,0.752652,-0.361478,-0.377232,0.049069,0.680321,-0.770022,0.281756,-1.271649,0.516001,0.635169,-0.243790,0.159109,0.570108,0.020295,0.240098,0.701206,0.110424,-0.290889,0.359357,0.256935,0.690791,0.141914,-0.264985,1.222614,0.399398,0.349615,-0.329943,-0.819514,-0.886521
BNTC,-0.160203,-0.274940,0.573895,0.747320,-0.375081,-0.417034,0.040310,0.681553,-0.751932,0.278229,-1.246253,0.541887,0.694371,-0.225535,0.106178,0.573380,-0.017043,0.219404,0.711104,0.137958,-0.308412,0.363047,0.240805,0.687028,0.082679,-0.239303,1.245980,0.445904,0.348113,-0.298703,-0.852832,-0.845483
BNTX,-0.147128,-0.321180,0.563936,0.739540,-0.354543,-0.386568,0.053094,0.668614,-0.775914,0.291034,-1.280780,0.529677,0.640168,-0.241340,0.152508,0.579587,0.008485,0.226611,0.693091,0.114740,-0.293542,0.359762,0.255064,0.686656,0.127386,-0.273355,1.220730,0.415540,0.355903,-0.324278,-0.820135,-0.893107
BNT,-0.175525,-0.308739,0.555044,0.754047,-0.375761,-0.391971,0.034639,0.685783,-0.746475,0.303628,-1.253548,0.518194,0.681577,-0.252228,0.136712,0.584362,-0.020658,0.239852,0.716635,0.120694,-0.316505,0.361341,0.231247,0.685281,0.096129,-0.238481,1.253821,0.435632,0.339161,-0.306791,-0.841591,-0.866452
BNY,-0.180826,-0.319286,0.546339,0.761030,-0.379376,-0.386774,0.031720,0.695061,-0.746026,0.299471,-1.248159,0.510925,0.677283,-0.254018,0.137976,0.577877,-0.011862,0.247527,0.719114,0.117753,-0.314233,0.362821,0.232700,0.687384,0.106443,-0.239022,1.251775,0.423758,0.338449,-0.313098,-0.839034,-0.863728
BNZIW,-0.209121,-0.116802,0.663021,0.700424,-0.372573,-0.529037,-0.075035,0.706815,-0.745723,0.296904,-1.130507,0.655394,0.845441,-0.265039,-0.047497,0.588607,-0.163228,0.172623,0.747875,0.216331,-0.342028,0.378404,0.183089,0.631945,-0.068297,-0.219676,1.288628,0.585482,0.363034,-0.249685,-0.870277,-0.720459
BNZI,-0.153831,-0.253157,0.591369,0.747835,-0.384068,-0.437275,0.052658,0.691845,-0.759758,0.262017,-1.238149,0.563281,0.708440,-0.210072,0.095985,0.556652,-0.015286,0.190802,0.706482,0.163721,-0.298786,0.361286,0.248715,0.676866,0.076619,-0.252013,1.239552,0.450848,0.362699,-0.290864,-0.862272,-0.848528
BN,-0.147191,-0.333589,0.549996,0.749146,-0.360419,-0.383782,0.053481,0.681041,-0.776702,0.271523,-1.273213,0.519985,0.631944,-0.233091,0.153264,0.563481,0.027741,0.233262,0.695408,0.114020,-0.283794,0.357877,0.262501,0.695222,0.147277,-0.274043,1.212478,0.395849,0.357494,-0.332683,-0.817170,-0.884552
BOC,-0.156281,-0.330747,0.546205,0.758659,-0.371217,-0.385889,0.054225,0.688549,-0.766878,0.267979,-1.262778,0.519183,0.644038,-0.233283,0.148570,0.559181,0.026661,0.234987,0.702967,0.120195,-0.287693,0.358452,0.259046,0.692911,0.140243,-0.260426,1.221482,0.397158,0.352056,-0.326799,-0.828638,-0.875339
BOOM,-0.138019,-0.300025,0.570018,0.742847,-0.365134,-0.407198,0.059231,0.672275,-0.783043,0.260170,-1.268016,0.543359,0.651401,-0.217510,0.130442,0.564486,0.027633,0.225030,0.689551,0.125698,-0.281414,0.356705,0.268148,0.690815,0.128702,-0.269117,1.211661,0.406492,0.370013,-0.317405,-0.828712,-0.873732
BOOT,-0.153598,-0.308741,0.552979,0.760766,-0.380992,-0.401222,0.054895,0.687035,-0.767599,0.249519,-1.253451,0.531764,0.658341,-0.218359,0.127759,0.555556,0.031789,0.234053,0.703043,0.128784,-0.286541,0.357662,0.265741,0.693467,0.131863,-0.249417,1.223087,0.401379,0.356602,-0.313773,-0.840651,-0.855012
BORR,-0.126262,-0.296336,0.574343,0.738211,-0.362007,-0.410973,0.063125,0.666100,-0.793713,0.246086,-1.274672,0.551762,0.640912,-0.206920,0.126225,0.561848,0.042283,0.223587,0.680232,0.123790,-0.272151,0.355537,0.279992,0.693281,0.138456,-0.276031,1.199303,0.398926,0.377805,-0.318923,-0.826099,-0.871822
BOSC,-0.197968,-0.262295,0.567056,0.753151,-0.396848,-0.427879,0.004854,0.710436,-0.712934,0.315032,-1.214364,0.531707,0.747909,-0.255672,0.076108,0.589088,-0.069934,0.240725,0.735881,0.139248,-0.343666,0.368148,0.201135,0.680177,0.034025,-0.200510,1.282308,0.482270,0.333637,-0.288077,-0.878438,-0.810046
BOTJ,-0.219516,-0.275110,0.555692,0.754846,-0.393620,-0.408607,-0.011043,0.708997,-0.694760,0.349370,-1.212811,0.518508,0.754972,-0.284868,0.091148,0.604830,-0.099252,0.246987,0.747945,0.132302,-0.362708,0.368983,0.176903,0.674656,0.020560,-0.189517,1.302034,0.497268,0.314825,-0.284837,-0.877965,-0.814515
BOW,-0.164485,-0.315847,0.547732,0.766762,-0.381833,-0.395204,0.050397,0.694935,-0.758728,0.262330,-1.248372,0.521546,0.665212,-0.227313,0.135068,0.554804,0.019178,0.233157,0.711607,0.130470,-0.292907,0.360302,0.254894,0.693518,0.125884,-0.247312,1.232627,0.405426,0.350284,-0.314880,-0.841259,-0.860280
BOXL,-0.204963,-0.269518,0.598176,0.713864,-0.311067,-0.402474,-0.012592,0.654004,-0.726418,0.395894,-1.236369,0.567571,0.717258,-0.320127,0.128289,0.597039,-0.126327,0.131647,0.714551,0.147412,-0.334550,0.341772,0.150453,0.648176,0.019302,-0.266576,1.259014,0.545763,0.324257,-0.300548,-0.848723,-0.856716
BOX,-0.147711,-0.336189,0.553548,0.748750,-0.357566,-0.382096,0.056790,0.679747,-0.778135,0.276142,-1.276664,0.523954,0.629060,-0.237710,0.159205,0.564352,0.026520,0.229211,0.693184,0.114107,-0.283102,0.358319,0.262726,0.690399,0.146687,-0.278612,1.211284,0.396035,0.358451,-0.333986,-0.816459,-0.892681
BPOPM,-0.257230,-0.297018,0.560053,0.722343,-0.354234,-0.382745,-0.064256,0.694723,-0.663931,0.449260,-1.222306,0.517044,0.757772,-0.377401,0.110874,0.640259,-0.189727,0.215783,0.753560,0.125211,-0.394899,0.362453,0.110380,0.642573,-0.022026,-0.206120,1.313179,0.568195,0.292094,-0.293267,-0.864596,-0.835027
BPRN,-0.174084,-0.307549,0.554102,0.759416,-0.379205,-0.393508,0.039257,0.686858,-0.750271,0.291349,-1.249212,0.523015,0.679887,-0.246721,0.134147,0.576907,-0.008715,0.240636,0.715635,0.124195,-0.311452,0.361937,0.239063,0.685336,0.102085,-0.237799,1.250499,0.426922,0.341360,-0.306097,-0.843369,-0.861898
BPYPM,-0.203077,-0.296334,0.555513,0.752083,-0.381338,-0.396611,0.009778,0.694348,-0.717511,0.342052,-1.234849,0.516530,0.718845,-0.279109,0.119746,0.600407,-0.069578,0.242355,0.732500,0.124565,-0.345326,0.364570,0.196704,0.676550,0.052409,-0.214610,1.282603,0.474147,0.324107,-0.294929,-0.859071,-0.846721
BPYPN,-0.205801,-0.287383,0.555032,0.759361,-0.388290,-0.403827,0.008256,0.701389,-0.719276,0.327808,-1.223007,0.519370,0.728565,-0.273116,0.109630,0.592787,-0.063510,0.250838,0.735278,0.128896,-0.343041,0.365715,0.203060,0.675706,0.052140,-0.208803,1.282425,0.469058,0.327967,-0.292089,-0.861632,-0.835556
BPYPO,-0.186135,-0.300669,0.568818,0.728241,-0.355328,-0.394722,0.006605,0.678256,-0.735844,0.356940,-1.260167,0.523011,0.694102,-0.286836,0.129361,0.612170,-0.077541,0.232803,0.713101,0.114840,-0.340118,0.363592,0.201628,0.671241,0.060420,-0.247308,1.263186,0.481808,0.335408,-0.311461,-0.837651,-0.874389
BPYPP,-0.204146,-0.288670,0.548265,0.769215,-0.397841,-0.404664,0.014914,0.707352,-0.715444,0.308278,-1.218791,0.514952,0.727390,-0.257570,0.106274,0.582014,-0.048274,0.252977,0.739450,0.131260,-0.339088,0.365577,0.209335,0.682918,0.060952,-0.201696,1.281912,0.457411,0.325783,-0.291299,-0.867737,-0.825058
BP,-0.143718,-0.337091,0.554687,0.741064,-0.351650,-0.379236,0.053497,0.672480,-0.783288,0.282685,-1.282002,0.522202,0.623297,-0.240538,0.161119,0.572076,0.026360,0.234498,0.689512,0.106561,-0.283243,0.357522,0.261903,0.692362,0.149197,-0.281503,1.209590,0.395217,0.360034,-0.335621,-0.809068,-0.897622
BQ,-0.199828,-0.240979,0.598368,0.731658,-0.358913,-0.439761,-0.006005,0.683895,-0.708374,0.354102,-1.221176,0.566978,0.756352,-0.276997,0.074944,0.599319,-0.118368,0.169638,0.730221,0.158585,-0.349270,0.361353,0.171486,0.661333,-0.000613,-0.223918,1.282504,0.539649,0.323424,-0.286030,-0.884254,-0.810585
BRAG,-0.176009,-0.272217,0.584591,0.730193,-0.364257,-0.417451,0.017890,0.678998,-0.743792,0.329281,-1.246607,0.545489,0.710621,-0.265327,0.106652,0.598278,-0.065081,0.217851,0.709717,0.132546,-0.328470,0.362242,0.212279,0.671545,0.052661,-0.244571,1.257616,0.478742,0.346783,-0.298467,-0.848083,-0.859782
BRBI,-0.226398,-0.290385,0.568010,0.710950,-0.339042,-0.391422,-0.049722,0.678744,-0.692564,0.424062,-1.230400,0.526813,0.733484,-0.350548,0.097110,0.634961,-0.169439,0.197307,0.734331,0.122151,-0.379926,0.359667,0.137412,0.647074,-0.006717,-0.231973,1.287170,0.566108,0.303324,-0.306345,-0.854859,-0.833052
BRBR,-0.154116,-0.316858,0.553811,0.761070,-0.374819,-0.397815,0.055988,0.692263,-0.764774,0.260546,-1.257145,0.525950,0.656440,-0.222293,0.136101,0.551407,0.022180,0.222002,0.704453,0.131597,-0.286485,0.359528,0.259647,0.694593,0.130774,-0.261713,1.221783,0.404714,0.356452,-0.320797,-0.836490,-0.867592
BRBS,-0.151326,-0.320796,0.571159,0.726618,-0.342199,-0.381939,0.046313,0.658120,-0.772006,0.319786,-1.288084,0.531418,0.640256,-0.259724,0.162720,0.596141,-0.014089,0.220555,0.689560,0.110242,-0.303668,0.358129,0.242332,0.677544,0.113495,-0.277498,1.227664,0.434463,0.351883,-0.324442,-0.816081,-0.906523
BRCB,-0.130298,-0.294798,0.582654,0.733665,-0.357215,-0.414480,0.065964,0.672021,-0.786621,0.272096,-1.272574,0.551293,0.656166,-0.214418,0.129921,0.564457,0.017505,0.207687,0.683723,0.129780,-0.279126,0.356191,0.267629,0.687567,0.117606,-0.282281,1.209112,0.414376,0.380071,-0.318314,-0.830471,-0.886348
BRCC,-0.135700,-0.295409,0.581538,0.733874,-0.353262,-0.407653,0.060415,0.665594,-0.787709,0.272403,-1.273240,0.552978,0.649118,-0.224849,0.135788,0.567154,0.014386,0.208031,0.684407,0.133804,-0.281315,0.358852,0.266219,0.682195,0.120841,-0.283340,1.209888,0.419526,0.372704,-0.317223,-0.823326,-0.889803
BRC,-0.149280,-0.333834,0.550771,0.751329,-0.361335,-0.383576,0.054209,0.680251,-0.777529,0.271608,-1.271402,0.522071,0.633399,-0.233931,0.153396,0.562903,0.029263,0.236210,0.695861,0.115000,-0.283651,0.358674,0.262758,0.694440,0.146659,-0.271795,1.213991,0.394047,0.358644,-0.331077,-0.817945,-0.884777
BRFH,-0.214614,-0.240742,0.580730,0.742684,-0.391975,-0.437916,-0.019362,0.705489,-0.697862,0.340488,-1.196925,0.549287,0.778730,-0.282253,0.060860,0.601236,-0.111714,0.222145,0.741557,0.151068,-0.359713,0.362305,0.173474,0.662804,-0.001084,-0.192705,1.294840,0.520431,0.324713,-0.273659,-0.887334,-0.794834
BRIA,-0.246267,-0.253952,0.569437,0.719673,-0.378752,-0.427534,-0.060183,0.733135,-0.660003,0.391053,-1.174251,0.539451,0.798625,-0.337313,0.041147,0.598840,-0.164217,0.192959,0.772377,0.159609,-0.368828,0.358234,0.114631,0.662274,-0.039521,-0.181653,1.307021,0.557131,0.308303,-0.285210,-0.890753,-0.771779
BRID,-0.226015,-0.278813,0.566007,0.727665,-0.370230,-0.406870,-0.034889,0.705312,-0.686694,0.389131,-1.217650,0.524026,0.756431,-0.323521,0.088814,0.620431,-0.140652,0.226193,0.744547,0.130037,-0.372238,0.364811,0.150071,0.659318,-0.000755,-0.206600,1.296730,0.531804,0.312581,-0.294919,-0.868153,-0.826284
BRKR,-0.150237,-0.306520,0.556437,0.758024,-0.377217,-0.402658,0.055459,0.685237,-0.767319,0.253283,-1.256960,0.531687,0.658606,-0.217113,0.128797,0.557386,0.027095,0.228552,0.702144,0.128917,-0.287226,0.358394,0.263708,0.694003,0.128221,-0.253366,1.222063,0.405412,0.357010,-0.315472,-0.840136,-0.859037
BRLS,-0.265629,-0.245187,0.594041,0.707634,-0.338042,-0.428099,-0.081809,0.707377,-0.656111,0.446070,-1.169833,0.573092,0.809191,-0.387269,0.059181,0.609403,-0.218384,0.147695,0.763450,0.173247,-0.381664,0.349256,0.080167,0.629382,-0.070300,-0.204856,1.308484,0.607545,0.302177,-0.280216,-0.888450,-0.786113
BRLT,-0.151340,-0.270013,0.586652,0.730333,-0.364646,-0.423738,0.037926,0.671891,-0.757649,0.296552,-1.258819,0.553254,0.690983,-0.234443,0.107212,0.587017,-0.027375,0.213090,0.698513,0.134383,-0.309607,0.360081,0.236631,0.680876,0.075081,-0.250926,1.239302,0.456963,0.357123,-0.301858,-0.849967,-0.857126
BRNS,-0.205333,-0.224955,0.599599,0.731261,-0.379468,-0.452795,-0.016778,0.695207,-0.707232,0.340209,-1.199577,0.570503,0.779181,-0.276010,0.051262,0.601628,-0.118648,0.203643,0.733423,0.163302,-0.355266,0.364580,0.175623,0.661819,-0.012027,-0.201277,1.290479,0.533010,0.330628,-0.269518,-0.886198,-0.791832
BRN,-0.228500,-0.254874,0.582620,0.729927,-0.364922,-0.422359,-0.035986,0.697610,-0.688128,0.382632,-1.201695,0.553169,0.771236,-0.318069,0.074484,0.609244,-0.142893,0.199865,0.744931,0.149211,-0.364610,0.362842,0.145348,0.656030,-0.016354,-0.202820,1.299001,0.542879,0.313635,-0.281235,-0.879300,-0.804634
BROS,-0.140441,-0.316734,0.561025,0.748312,-0.363569,-0.396583,0.058920,0.678653,-0.782967,0.259902,-1.270319,0.534834,0.639191,-0.221153,0.141300,0.558988,0.032978,0.224824,0.690796,0.124094,-0.277548,0.358576,0.269906,0.692595,0.141764,-0.275697,1.208520,0.397628,0.367500,-0.325459,-0.823076,-0.880007
BRO,-0.156671,-0.334604,0.550735,0.752518,-0.362624,-0.381510,0.050814,0.682830,-0.767976,0.283419,-1.269993,0.518722,0.639845,-0.241639,0.156214,0.566909,0.014953,0.230094,0.700260,0.117419,-0.291847,0.359349,0.254656,0.691011,0.137646,-0.269025,1.222184,0.404042,0.351772,-0.327976,-0.822250,-0.887391
BRR,-0.176893,-0.239864,0.580955,0.759704,-0.402272,-0.443851,0.034748,0.710367,-0.741481,0.262656,-1.212948,0.554610,0.743724,-0.206636,0.071660,0.556953,-0.029211,0.216160,0.725841,0.160547,-0.313889,0.364347,0.233869,0.684015,0.053903,-0.217607,1.265958,0.452418,0.354378,-0.280898,-0.880934,-0.816419
BRSL,-0.144506,-0.334599,0.552978,0.745792,-0.356778,-0.384033,0.054567,0.680092,-0.778603,0.275584,-1.277270,0.522196,0.629742,-0.233725,0.155638,0.563889,0.026253,0.230257,0.693064,0.112281,-0.281528,0.357727,0.261777,0.695601,0.147177,-0.278984,1.210359,0.395068,0.359880,-0.334622,-0.814356,-0.890143
